age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
59,2,9,6,5,4,4,1,0,2339,40,39,0
61,4,3,4,6,1,2,1,0,2339,40,39,0
60,7,13,0,10,1,4,0,0,2339,40,39,0
49,5,10,0,4,1,4,1,0,2339,50,39,0
34,4,13,3,7,1,1,1,0,2339,40,0,0
25,4,13,4,10,3,4,0,0,2339,35,39,0
55,4,10,4,1,1,2,0,0,2339,45,0,0
59,2,9,5,11,2,2,0,0,2339,40,39,0
28,7,10,5,4,3,4,1,0,2339,40,39,0
43,0,11,6,0,1,4,0,0,2339,36,39,0
56,6,14,0,12,4,4,0,0,2339,60,39,0
41,4,9,0,3,1,4,1,0,2339,40,39,0
42,4,9,4,1,2,2,0,0,2339,40,38,0
28,4,15,4,10,1,4,1,0,2339,40,2,0
40,6,15,0,8,1,4,0,0,2339,35,39,0
69,4,13,6,10,1,4,1,0,2282,40,39,1
66,2,9,2,3,0,4,1,0,2267,40,39,0
69,4,3,2,7,0,4,1,0,2267,40,39,0
55,2,14,2,10,5,4,0,0,2267,40,39,0
57,1,9,4,1,1,4,1,0,2258,40,39,0
20,6,10,4,5,3,4,1,0,2258,10,39,0
33,4,9,0,3,1,4,1,0,2258,84,39,0
30,6,10,4,12,2,1,1,0,2258,40,35,0
40,4,13,4,13,1,1,0,0,2258,48,30,0
38,4,10,5,7,1,4,1,0,2258,55,39,1
46,7,12,0,1,4,4,1,0,2258,38,39,1
29,4,13,4,4,1,4,0,0,2258,45,39,1
57,1,13,4,1,1,4,1,0,2258,40,39,0
39,4,9,4,3,3,4,1,0,2258,42,39,1
47,4,13,0,4,1,4,1,0,2258,40,39,1
26,4,13,4,4,1,4,1,0,2258,45,39,1
27,6,9,4,3,1,4,1,0,2258,50,39,0
23,4,13,4,10,3,4,0,0,2258,40,39,1
34,4,14,4,10,1,4,1,0,2258,50,39,0
33,4,8,0,3,1,4,1,0,2258,42,39,0
38,2,14,4,10,1,4,0,0,2258,60,39,0
57,4,10,6,1,4,4,0,0,2258,38,39,1
36,4,9,4,4,1,4,1,0,2258,70,39,0
44,1,13,0,13,1,4,1,0,2258,40,39,1
49,7,16,4,4,1,4,0,0,2258,50,39,1
44,5,10,4,12,1,4,1,0,2258,60,39,0
55,4,10,6,5,1,4,1,0,2258,62,39,1
45,4,9,0,5,1,4,1,0,2258,44,39,1
48,4,9,0,4,1,4,0,0,2258,40,39,1
31,4,13,2,4,0,4,1,0,2246,45,39,1
55,2,9,2,10,2,4,0,0,2246,40,39,1
70,6,10,2,4,0,4,1,0,2246,40,39,1
70,6,14,2,4,0,4,1,0,2246,8,39,1
73,4,13,2,10,0,4,1,0,2246,40,39,1
72,6,15,2,10,0,4,1,0,2246,28,39,1
31,4,9,5,7,4,4,0,0,2238,40,39,0
28,4,6,6,1,4,4,0,0,2238,35,39,0
23,6,13,4,1,3,4,1,0,2231,40,39,1
49,2,5,6,6,4,4,1,0,2231,40,39,1
27,2,10,4,11,1,4,1,0,2231,40,39,1
90,4,9,4,8,1,2,1,0,2206,40,39,0
68,4,9,6,1,1,4,0,0,2206,30,39,0
65,4,9,0,1,4,4,0,0,2206,59,2,0
65,0,9,6,0,4,4,0,0,2206,10,39,0
67,4,13,0,4,1,4,0,0,2206,5,39,0
66,2,13,6,10,1,2,0,0,2206,25,39,0
24,4,10,4,1,1,4,1,0,2205,24,39,0
44,6,10,0,7,1,4,1,0,2205,35,39,0
35,4,10,4,1,3,4,0,0,2205,40,39,0
20,4,12,4,8,3,4,0,0,2205,18,39,0
38,4,9,0,3,1,4,1,0,2205,40,39,0
39,4,10,4,8,3,2,0,0,2205,40,39,0
32,4,10,4,7,2,4,0,0,2205,40,15,0
42,4,4,4,6,1,2,1,0,2205,40,39,0
63,0,9,0,0,1,4,0,0,2205,40,39,0
42,5,14,0,4,4,1,1,0,2201,60,19,1
64,4,7,2,3,0,4,1,0,2179,40,39,0
28,4,4,2,6,0,3,1,0,2179,40,33,0
41,5,11,2,12,0,3,1,0,2179,84,26,0
41,6,4,2,3,0,4,1,0,2179,40,39,0
58,6,2,2,14,0,4,1,0,2179,18,39,0
59,7,10,2,4,0,4,1,0,2179,40,39,0
34,6,9,2,5,5,4,0,0,2179,12,39,0
45,4,9,2,14,0,4,1,0,2179,45,39,0
29,4,9,2,1,5,4,0,0,2179,40,39,0
47,4,6,2,12,0,4,1,0,2179,52,39,0
40,4,10,2,7,0,4,1,0,2179,40,39,0
47,6,3,2,12,0,4,1,0,2179,50,26,0
63,0,13,2,0,0,4,1,0,2179,45,39,0
41,6,9,2,6,0,4,1,0,2179,40,39,0
34,4,10,2,14,0,2,1,0,2179,40,39,0
66,0,13,2,0,0,4,1,0,2174,40,39,1
65,6,10,2,4,0,4,1,0,2174,10,39,1
70,4,9,2,6,0,4,1,0,2174,40,39,1
75,6,15,2,10,0,4,1,0,2174,50,39,1
65,7,9,2,1,0,4,1,0,2174,40,39,1
65,1,10,2,4,0,2,1,0,2174,40,39,1
73,4,10,2,10,0,4,1,0,2174,50,39,1
60,0,13,2,0,0,1,1,0,2163,25,35,0
68,6,11,2,10,0,4,1,0,2149,40,39,0
74,6,9,2,12,0,4,1,0,2149,20,39,0
43,4,3,2,7,5,1,0,0,2129,72,0,0
19,6,7,2,3,3,4,1,0,2129,55,39,0
37,6,9,2,3,0,4,1,0,2129,40,39,0
45,1,12,0,1,4,1,1,0,2080,40,30,0
64,4,14,2,10,0,1,1,0,2057,60,3,0
30,4,9,2,14,0,4,1,0,2057,40,39,0
51,6,10,2,10,5,4,0,0,2057,60,2,0
35,4,7,2,3,0,4,1,0,2057,40,39,0
29,4,9,2,1,5,4,0,0,2057,20,39,0
34,4,10,2,1,5,4,0,0,2057,40,39,0
41,4,9,2,3,0,4,1,0,2051,60,39,0
35,4,10,2,3,0,4,1,0,2051,45,39,0
26,4,10,2,1,0,4,1,0,2051,40,39,0
54,4,9,2,14,0,4,1,0,2051,50,39,0
52,2,9,2,3,0,4,1,0,2051,40,39,0
50,6,9,2,5,0,4,1,0,2051,20,39,0
31,4,10,2,1,0,4,1,0,2051,40,39,0
38,1,9,2,14,0,4,1,0,2051,40,39,0
30,4,10,2,3,0,4,1,0,2051,40,39,0
34,2,13,2,10,0,4,1,0,2051,40,39,0
31,4,10,2,12,0,4,1,0,2051,57,39,0
52,4,9,2,7,0,4,1,0,2051,38,39,0
54,4,9,2,3,0,4,1,0,2051,40,39,0
38,4,9,2,3,0,4,1,0,2051,44,39,0
39,4,9,2,7,0,4,1,0,2051,40,39,0
29,4,11,2,13,0,4,1,0,2051,40,39,0
45,4,9,2,3,0,4,1,0,2051,40,39,0
34,4,9,2,14,0,4,1,0,2051,55,39,0
38,4,9,2,3,0,4,1,0,2051,40,31,0
39,4,6,2,3,0,4,1,0,2051,40,39,0
61,4,9,2,3,0,4,1,0,2051,20,39,0
43,4,7,2,14,0,4,1,0,2042,40,39,0
35,4,10,2,6,0,4,1,0,2042,40,39,0
46,4,10,2,12,0,4,1,0,2042,50,39,0
38,4,9,2,6,0,4,1,0,2042,40,39,0
42,6,9,2,3,0,4,1,0,2042,48,39,0
34,4,12,2,13,0,4,1,0,2042,10,39,0
29,4,4,2,5,0,4,1,0,2042,40,39,0
32,4,7,2,3,0,4,1,0,2042,30,39,0
60,4,9,2,11,0,4,1,0,2042,34,39,0
49,2,9,2,3,0,4,1,0,2002,40,39,0
53,2,9,2,8,0,4,1,0,2002,45,39,0
56,4,4,2,6,0,4,1,0,2002,40,39,0
48,4,7,2,14,0,4,1,0,2002,40,39,0
32,1,13,2,10,0,1,1,0,2002,40,20,0
42,6,9,2,3,0,4,1,0,2002,40,39,0
32,4,12,2,10,0,4,1,0,2002,42,39,0
28,2,12,2,11,0,4,1,0,2002,40,9,0
26,4,11,2,3,0,4,1,0,2002,40,39,0
59,4,13,2,4,0,4,1,0,2002,50,39,0
47,6,13,2,10,0,4,1,0,2002,30,39,0
26,0,13,2,0,0,4,1,0,2002,40,39,0
41,4,9,2,3,0,4,1,0,2002,60,39,0
36,4,9,2,3,3,4,0,0,2002,40,39,0
45,4,13,2,12,0,4,1,0,2002,55,39,0
30,4,12,2,10,0,4,1,0,2002,40,39,0
36,4,9,2,14,0,4,1,0,2002,40,39,0
34,5,9,2,4,0,4,1,0,2002,40,39,0
53,4,9,2,14,0,4,1,0,2002,40,39,0
51,4,9,2,12,0,4,1,0,2002,45,39,0
47,6,16,2,14,0,4,1,0,2002,45,39,0
19,0,9,4,0,4,4,1,0,2001,40,39,0
30,4,9,4,1,4,4,1,0,2001,42,39,0
20,4,9,4,8,4,4,1,0,2001,40,39,0
42,1,14,0,1,1,4,1,0,2001,60,39,0
31,4,7,4,3,1,4,1,0,2001,40,39,0
33,4,13,4,6,1,4,1,0,2001,40,39,0
25,4,12,4,13,1,4,0,0,2001,30,39,0
20,4,9,4,8,1,4,1,0,2001,40,39,0
23,4,9,4,1,3,2,1,0,2001,40,39,0
55,0,9,5,0,1,2,0,0,2001,40,39,0
41,6,10,0,3,1,4,1,0,2001,50,39,0
54,6,9,6,3,1,4,1,0,2001,35,39,0
25,4,9,4,3,1,4,1,0,2001,50,39,0
19,4,10,4,1,3,4,0,0,2001,40,39,0
24,4,9,4,1,1,4,0,0,2001,37,39,0
56,1,13,4,14,1,2,1,0,2001,65,39,0
21,2,10,4,8,1,4,0,0,2001,40,39,0
34,4,9,4,7,1,2,1,0,2001,40,39,0
19,4,9,4,1,3,4,1,0,2001,40,39,0
21,0,10,4,0,1,4,1,0,2001,45,39,0
48,4,9,5,1,1,4,0,0,2001,40,39,0
34,4,13,4,8,1,4,1,0,2001,40,39,0
31,4,9,4,5,1,4,1,0,2001,40,39,0
36,4,9,4,8,1,2,0,0,2001,40,39,0
27,4,9,4,8,1,4,1,0,1980,40,39,0
27,4,10,4,3,3,1,1,0,1980,40,30,0
35,4,13,0,12,1,4,0,0,1980,65,39,0
31,6,13,3,4,1,4,1,0,1980,60,39,0
27,1,9,4,3,1,2,1,0,1980,40,39,0
28,2,12,4,1,1,4,0,0,1980,40,39,0
42,4,9,0,14,1,4,1,0,1980,46,39,0
44,4,10,5,4,1,4,1,0,1980,45,9,0
41,4,13,0,12,1,4,1,0,1980,56,39,0
28,4,13,4,13,1,4,0,0,1980,35,39,0
41,1,9,4,1,1,4,0,0,1980,40,39,0
35,4,6,6,8,1,2,0,0,1980,40,39,0
58,4,14,0,1,1,4,0,0,1980,45,39,0
40,4,9,0,7,1,4,1,0,1980,48,39,0
31,4,11,4,14,3,4,1,0,1980,60,39,0
30,4,9,4,12,1,4,0,0,1980,40,39,0
32,4,10,5,13,1,0,1,0,1980,40,39,0
25,4,10,4,1,1,4,1,0,1980,40,39,0
34,4,9,4,14,3,4,1,0,1980,40,39,0
56,4,10,0,4,1,4,0,0,1980,40,39,0
45,4,9,0,8,1,4,1,0,1980,40,39,0
50,4,9,4,1,1,4,1,0,1980,40,39,0
27,4,6,4,12,2,4,1,0,1980,40,39,0
51,4,10,2,12,0,4,1,0,1977,40,39,1
40,4,12,2,13,0,4,1,0,1977,60,39,1
41,4,14,2,4,0,4,1,0,1977,65,39,1
49,4,14,2,4,0,4,1,0,1977,45,39,1
37,4,11,2,3,0,4,1,0,1977,40,39,1
36,5,13,2,4,5,4,0,0,1977,45,39,1
35,4,15,2,10,0,4,1,0,1977,80,39,1
29,5,9,2,12,5,4,0,0,1977,25,39,1
50,4,13,2,10,5,4,0,0,1977,40,39,1
46,4,13,2,12,0,4,1,0,1977,40,39,1
44,6,9,2,4,0,4,1,0,1977,45,39,1
42,2,14,2,4,0,4,1,0,1977,40,39,1
38,1,15,2,10,0,4,1,0,1977,50,39,1
45,4,13,2,4,0,4,1,0,1977,55,39,1
43,2,14,2,4,0,4,1,0,1977,60,39,1
47,5,15,2,10,0,4,1,0,1977,60,39,1
58,5,15,2,10,0,4,1,0,1977,50,39,1
48,4,15,2,13,0,4,1,0,1977,40,39,1
42,2,13,2,4,0,4,1,0,1977,48,39,1
55,4,14,2,4,0,4,1,0,1977,50,39,1
51,4,6,2,12,0,4,1,0,1977,40,39,1
32,4,14,2,4,0,2,1,0,1977,40,39,1
45,2,13,2,4,0,4,1,0,1977,50,39,1
56,4,14,2,3,0,4,1,0,1977,44,39,1
38,4,14,2,4,0,4,1,0,1977,60,39,1
45,4,11,2,12,0,4,1,0,1977,50,39,1
49,4,14,2,10,5,4,0,0,1977,40,39,1
36,4,9,2,10,0,4,1,0,1977,40,39,1
49,4,14,2,4,0,4,1,0,1977,40,39,1
30,4,16,2,10,0,1,1,0,1977,40,3,1
42,5,15,2,10,0,4,1,0,1977,50,39,1
55,4,14,2,4,0,4,1,0,1977,40,39,1
34,4,13,2,4,0,4,1,0,1977,45,39,1
54,4,16,2,10,0,4,1,0,1977,50,39,1
42,6,13,2,4,0,4,1,0,1977,70,39,1
25,2,13,2,10,0,4,1,0,1977,40,39,1
55,5,9,2,4,0,4,1,0,1977,45,39,1
58,7,14,2,10,0,4,1,0,1977,50,39,1
62,4,9,2,14,0,4,1,0,1977,60,39,1
43,5,15,2,10,0,4,1,0,1977,40,39,1
57,2,14,2,10,5,2,0,0,1977,40,39,1
42,5,16,2,10,0,4,1,0,1977,60,39,1
63,6,13,2,10,0,1,1,0,1977,32,3,1
47,6,15,2,10,0,4,1,0,1977,50,39,1
37,4,13,2,4,0,4,1,0,1977,50,39,1
40,4,13,2,12,0,4,1,0,1977,60,39,1
43,4,13,2,10,0,4,1,0,1977,50,39,1
43,7,15,2,10,0,4,1,0,1977,70,39,1
41,6,15,2,10,0,4,1,0,1977,60,39,1
32,4,15,2,10,0,4,1,0,1977,60,39,1
47,4,13,2,12,0,4,1,0,1977,40,39,1
39,1,10,2,6,0,4,1,0,1977,60,39,1
53,4,10,2,4,0,4,1,0,1977,40,39,1
34,4,13,2,4,0,4,1,0,1977,45,39,1
36,4,13,2,4,0,4,1,0,1977,40,39,1
47,2,14,2,4,0,4,1,0,1977,41,39,1
52,4,11,2,4,0,4,1,0,1977,45,39,1
40,6,15,2,10,0,0,1,0,1977,60,39,1
42,5,13,2,10,0,4,1,0,1977,40,39,1
51,4,14,2,11,0,4,1,0,1977,40,39,1
55,4,14,2,13,0,4,1,0,1977,20,39,1
38,4,9,2,12,0,4,1,0,1977,99,39,1
52,4,10,2,4,0,4,1,0,1977,50,39,1
60,1,9,2,13,0,4,1,0,1977,40,39,1
55,4,11,2,10,0,4,1,0,1977,50,11,1
47,2,14,2,4,0,2,1,0,1977,50,39,1
46,4,14,2,13,0,4,1,0,1977,40,39,1
35,4,14,2,10,0,4,1,0,1977,45,39,1
59,5,13,2,4,0,4,1,0,1977,50,39,1
57,4,14,2,10,0,4,1,0,1977,45,39,1
46,4,10,2,10,0,4,1,0,1977,50,39,1
46,1,14,2,4,0,4,1,0,1977,40,39,1
52,4,9,2,3,0,4,1,0,1977,40,39,1
45,4,16,2,10,5,4,0,0,1977,30,39,1
37,4,13,2,13,0,4,1,0,1977,40,39,1
46,4,14,2,4,0,4,1,0,1977,45,39,1
44,4,13,2,10,0,2,1,0,1977,50,39,1
45,4,11,2,4,0,4,1,0,1977,50,39,1
43,4,9,2,7,0,4,1,0,1977,52,39,1
54,2,14,2,10,0,4,1,0,1977,40,39,1
50,4,14,2,10,0,4,1,0,1977,40,39,1
51,4,13,2,4,0,4,1,0,1977,60,0,1
45,4,13,2,10,0,4,1,0,1977,40,39,1
36,4,14,2,10,0,4,1,0,1977,60,39,1
27,4,13,2,4,0,4,1,0,1977,50,39,1
36,4,13,2,12,0,4,1,0,1977,35,39,1
53,4,14,2,4,0,4,1,0,1977,55,39,1
51,2,14,2,10,0,4,1,0,1977,35,39,1
28,4,13,2,10,5,4,0,0,1977,24,39,1
47,6,10,2,3,0,4,1,0,1977,40,39,1
45,4,13,2,4,0,4,1,0,1977,60,39,1
45,2,14,2,10,5,4,0,0,1977,35,39,1
39,6,15,2,10,0,4,1,0,1977,50,39,1
39,4,13,2,4,0,4,1,0,1977,40,39,1
55,6,14,2,10,0,4,1,0,1977,40,39,1
62,4,10,2,4,0,4,1,0,1977,98,39,1
49,4,13,2,12,0,1,1,0,1977,50,35,1
53,6,14,2,4,0,4,1,0,1977,40,39,1
31,4,14,2,4,0,4,1,0,1977,48,39,1
42,5,9,2,4,0,4,1,0,1977,60,22,1
39,4,13,2,14,0,4,1,0,1977,45,30,1
60,6,13,2,4,0,4,1,0,1977,45,39,1
26,4,15,2,10,0,4,1,0,1977,40,39,1
37,4,14,2,4,0,4,1,0,1977,40,39,1
45,7,13,2,4,0,4,1,0,1977,60,39,1
37,4,12,2,12,0,4,1,0,1977,45,39,1
32,4,13,2,12,0,4,1,0,1977,45,39,1
39,5,9,2,4,0,4,1,0,1977,40,39,1
58,6,6,2,3,5,4,0,0,1977,35,0,1
45,4,14,2,4,0,4,1,0,1977,43,39,1
41,4,13,2,10,0,4,1,0,1977,45,39,1
36,6,9,2,5,0,4,1,0,1977,65,39,1
51,7,14,2,10,0,4,1,0,1977,60,39,1
39,4,10,2,4,0,4,1,0,1977,62,39,1
56,6,15,2,10,0,4,1,0,1977,50,39,1
53,1,9,2,1,0,2,1,0,1977,40,39,1
40,6,11,2,10,5,4,0,0,1977,15,39,1
57,4,14,2,4,0,2,1,0,1977,40,39,1
50,2,9,2,3,0,4,1,0,1977,35,39,1
34,4,15,2,10,0,4,1,0,1977,55,39,1
35,4,13,2,4,5,4,0,0,1977,30,39,1
30,6,9,2,10,0,4,1,0,1977,15,39,1
53,2,14,2,10,0,4,1,0,1977,55,39,1
31,7,16,2,10,0,4,1,0,1977,70,39,1
37,4,13,2,4,0,4,1,0,1977,60,39,1
34,4,13,2,12,0,4,1,0,1977,50,39,1
36,4,14,2,10,0,4,1,0,1977,50,39,1
40,4,13,2,4,0,4,1,0,1977,50,39,1
51,4,10,2,3,0,4,1,0,1977,60,39,1
33,4,9,2,12,0,4,1,0,1977,45,39,1
40,4,16,2,10,5,4,0,0,1977,20,39,1
50,5,4,2,3,0,4,1,0,1977,63,0,1
46,5,14,2,12,0,4,1,0,1977,60,39,1
54,4,16,2,4,0,4,1,0,1977,50,39,1
39,4,14,2,10,5,4,0,0,1977,24,39,1
54,5,10,2,12,0,4,1,0,1977,40,39,1
31,4,16,2,10,0,4,1,0,1977,99,39,1
51,4,14,2,4,0,4,1,0,1977,50,39,1
55,4,16,2,10,0,4,1,0,1977,55,0,1
36,4,14,2,1,0,4,1,0,1977,40,24,1
41,5,13,2,4,0,1,1,0,1977,60,36,1
56,6,10,2,4,5,4,0,0,1977,50,39,1
38,4,13,2,13,0,4,1,0,1977,40,39,1
47,4,9,2,3,0,4,1,0,1977,45,39,1
39,2,14,2,10,0,4,1,0,1977,45,39,1
59,4,13,2,4,0,4,1,0,1977,50,39,1
54,4,16,2,4,0,4,1,0,1977,43,39,1
54,6,13,2,4,5,4,0,0,1977,35,39,1
31,4,13,2,4,0,4,1,0,1977,55,39,1
59,5,10,2,4,0,4,1,0,1977,48,39,1
46,4,14,2,10,0,4,1,0,1977,50,39,1
57,4,16,2,13,0,4,1,0,1977,40,11,1
36,4,14,2,10,5,4,0,0,1977,44,39,1
44,4,13,2,7,0,4,1,0,1977,40,39,1
33,4,15,2,10,0,4,1,0,1977,50,39,1
54,4,10,2,13,0,4,1,0,1977,18,39,1
55,4,14,2,4,0,4,1,0,1977,60,39,1
36,4,14,2,12,0,4,1,0,1977,50,39,1
49,2,15,2,10,5,4,0,0,1977,60,39,1
41,4,15,2,10,0,4,1,0,1977,50,39,1
40,4,16,2,10,0,1,1,0,1977,45,17,1
43,4,13,2,4,0,4,1,0,1977,50,39,1
39,2,14,2,10,5,4,0,0,1977,20,39,1
26,0,13,2,0,5,4,0,0,1977,40,39,1
48,4,15,2,10,0,4,1,0,1977,45,39,1
43,4,13,2,4,0,4,1,0,1977,50,39,1
